תאריך,יום,בעלים,ערוץ,טור,לקוח / משימה,דלי,מהלך,מוטיבים,ארכיטיפ,אזור,יום מסלול,מוצר מוביל,SKU,חומר שיווקי,פוטנציאל/שנה,קצב צפוי,מחזור 12ח׳,תה 12ח׳,מאצ'ה 12ח׳,חור מוזה,וואטסאפ,פתיחה,הסגירה,אם מסרבים,למה היום,תוצאה (זכה / לא עכשיו / לא ענה / סירב),תאריך תוצאה
2026-12-07,שני,אלכס+אבי,פגישה — אלכס + אבי,פגישה משותפת,קפה גן סיפור,T1,מחית פרי — קו חדש,E3 E4 E5,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,9202,2429,102922,70992,33810,,"היי קפה גן סיפור, שלושה מהאייס-מאצ'ה בקטלוג שלנו — מנגו, תות, אפרסק — בנויים על מחית פרי, וגם השייקים. ₪60 לליטר, נשאר לכם ₪19 לכוס. להוסיף ליטר למשלוח הקרוב? כן/לא","מחית פרי היא הפריט שהכי הרבה משקאות בקטלוג נשענים עליו ושהכי מעט לקוחות מחזיקים. מנגו, תות ואפרסק — כל אחד מהם פותח לכם עוד משקה בלי ציוד חדש.","אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.",,מחית פרי — קו חדש,,
2026-12-07,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,6 במאי בע״מ,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,DETOX 1ל׳ ₪65 ⚠0,GT-LUI-LOW-1L,תפריט הקטגוריה של המשפחה,1203,180,5740,0,2360,,,,"אני קופץ אליכם לרבע שעה ומראה לבריסטה את חליטת תות לואיזה על DETOX 1000ml — ₪4.80 עלות רכיבים לכוס, ₪31 בתפריט, 82% רווח. אם זה עובד, אני מוסיף את זה למשלוח הקרוב.","אם לא — נמסטיאה (צ'אי מסאלה): NAMASTEA 1000ml, ₪549 לשנה על אותו בסיס השוואה. יש לזה משקה בקטלוג.",,,
2026-12-07,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,קפה יוענה 770,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה של המשפחה,1053,158,11005,5720,6490,,,,אני מוסיף ODK Mango Smoothie 1000ml — 4 יחידות למשלוח הקרוב שלכם. שום דבר אחר בהזמנה לא משתנה.,"אם לא — נמסטיאה (צ'אי מסאלה): NAMASTEA 1000ml, ₪1,053 לשנה על אותו בסיס השוואה. יש לזה משקה בקטלוג.",,,
2026-12-07,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,ליאוני,T3,תה — עומק ורוחב,E5,מעורב,מרכז,ראשון/שני/חמישי,סנגריה ורודה 1ל׳ ₪45,GTCC-PIN-SAN-1L,תפריט הקטגוריה של המשפחה,937,141,24278,0,,,,,אני מוסיף GT Pink Sangria Cocktail 1000ml — 5 יחידות למשלוח הקרוב שלכם. שום דבר אחר בהזמנה לא משתנה.,"אם לא — דזרטי: DESERT Infusion 500ml, ₪937 לשנה על אותו בסיס השוואה. יש לזה משקה בקטלוג.",,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קפה שוורצמן,T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,4016,362,15233,6575,7080,,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"הרואה בקפה בע""מ",T3,החזרה,W E3 E4,מעורב,צפון,שלישי,סנגריה ורודה 1ל׳ ₪45,GTCC-PIN-SAN-1L,"— שיחת הקשבה, לא פיץ׳",14923,3728,14578,10413,2360,13200,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"לופן בייקרי בע""מ",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,3163,386,14408,6260,10620,,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"כרמלים בשכונה בע""מ",T3,מאצ'ה — עומק,E2 E3 E4,בר,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,1590,150,12706,7098,1120,,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,סברס חנויות נוחות (אלירן ואטורי),T3,מחית פרי — קו חדש,E3 E4,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11515,6630,4720,,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,דורה,T3,מחית פרי — קו חדש,E3 E4 S,מעורב,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2301,200,11351,6678,1770,1432,,,,,,,
2026-12-07,שני,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קפה יוענה 770,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה של המשפחה,1053,158,11005,5720,6490,,,,,,,,
2026-12-08,שלישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,"קסם מזנונים בע""מ (אוטביה)",T2,מאצ'ה — עומק,E2 E4 E5,ספיישלטי,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,2830,663,27250,14430,5310,,,,,,,,
2026-12-08,שלישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,דנדי,T2,מאצ'ה — קו חדש,E1 E3 E4,מעורב,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,14692,2947,26986,21571,0,,,,,,,,
2026-12-08,שלישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,MILANO (מילאנו בייקרי קרית אונו בע״מ),T2,אובה — הרחבה על מאצ'ה,E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,1770,398,25935,11115,10770,,,,,,,,
2026-12-08,שלישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,בוטיק סנטרל,T2,מאצ'ה — קו חדש,E1 E4 S,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,5857,1032,21918,21693,0,71,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"טאיו אשיאן פוד א.א.ט בע""מ (ראשון לציון)",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,3685,465,10833,2673,1890,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"א.ר.נ. מסעדות קריית אונו בע""מ (קיסו - Kisu)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,11509,1561,10248,10248,0,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,ת.מ דרום בע''מ (אוליבר עגלת קפה),T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,6013,736,10016,10016,0,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קפה גינה,T3,תה — עומק ורוחב,E5 S,ספיישלטי,מרכז,ראשון/שני/חמישי,CALM 1ל׳ ₪65,GT-CHA-LOW-1L,תפריט הקטגוריה של המשפחה,2124,296,9409,4519,1590,576,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,ג׳וליה בייקרי,T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,GT-HIB-FRE-1L,GT-HIB-FRE-1L,תפריט הקטגוריה של המשפחה,560,84,9287,3989,4088,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"פטיט פוד בע""מ (קפה ארצי)",T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,3480,434,9227,7722,1330,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"עמיתה ביאליק (א.אנד מ. בייקרי בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4548,517,9192,9192,0,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,נולי עגלת קפה,T3,מאצ'ה — קו חדש,E1,מעורב,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,1550,155,9185,9165,0,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,עגלת קפה פרנצ'י (גל פרץ),T3,מאצ'ה — עומק,E2 E4,מעורב,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,830,94,9080,6380,1060,,,,,,,,
2026-12-08,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קלאוד ניין,T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2342,263,8910,5070,1550,,,,,,,,
2026-12-09,רביעי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,גוטה,T2,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,21210,4576,20592,20592,0,,,,,,,,
2026-12-09,רביעי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,קפה מלבן,T2,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,17602,3674,20572,20572,0,,,,,,,,
2026-12-09,רביעי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,קפה מרי,T2,מאצ'ה — עומק,E2 E3 E5,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,10642,2361,19645,13883,1180,,,,,,,,
2026-12-09,רביעי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,זוזוברה,T2,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,18420,3879,17168,17168,0,,,,,,,,
2026-12-09,רביעי,אלכס,משימת מערכת,משימת מערכת,13:00 עם תום — 10 דקות על היעדים,—,—,,,,,,,,,,,,,,,,,,,,
2026-12-10,חמישי,אבי,פגישה — אלכס + אבי,מעקב 1 — אבי,קפה גן סיפור,T1,מחית פרי — קו חדש,E3 E4 E5,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,9202,2429,102922,70992,33810,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.",,,,
2026-12-10,חמישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,מצו,T2,מחית פרי — קו חדש,E3 E4 E5,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,5600,1056,15878,9418,5460,,,,,,,,
2026-12-10,חמישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,קפה לאגו,T2,אובה — הרחבה על מאצ'ה,E4,מעורב,מרכז,ראשון/שני/חמישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,340,41,12941,6413,1770,,,,,,,,
2026-12-10,חמישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,בורקס אבא תודה,T2,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,7803,1716,8658,8658,0,,,,,,,,
2026-12-13,ראשון,אבי,פגישה — אלכס + אבי,מעקב 2 — סגירה,מנדרין,T1,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,18539,4750,16007,10235,0,11840,,,"אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים. ואגב — מוזה ירדה אצלנו מהקו. הייתם על ₪11,840 בשנה. יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל, כשתרצו.","אם לא מאצ'ה — מחית פרי. שלושה אייס-מאצ'ה בקטלוג בנויים על מחית, והיא עובדת גם לבד בשייק. ₪60 לליטר.",,,
2026-12-13,ראשון,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,קמפאי,T2,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,11580,2169,16225,5225,0,,,,,,,,
2026-12-13,ראשון,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,מנדרין,T1,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,18539,4750,16007,10235,0,11840,,,,,,,
2026-12-13,ראשון,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,טראק במושבה,T2,אובה — הרחבה על מאצ'ה,E4 E5,ספיישלטי,צפון,שלישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,864,172,14354,4110,3540,,,,,,,,
2026-12-13,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"בייקרי מקבוצת סינטה בר חיפה בע""מ",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1715,169,7092,4152,2940,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-13,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,סברס חנויות נוחות (אלירן ואטורי),T3,מחית פרי — קו חדש,E3 E4,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11515,6630,4720,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-13,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"אמלולה בגינה (ריבלין בע""מ)",T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה של המשפחה,837,125,8045,2655,4720,,,,אני מוסיף ODK Mango Smoothie 1000ml — יחידה אחת למשלוח הקרוב שלכם. שום דבר אחר בהזמנה לא משתנה.,"אם לא — לסגור מתי כן לבדוק שוב, ולרשום את הסיבה.",,,
2026-12-13,ראשון,תום,משימת מערכת,משימת מערכת,לוח התוצאות השבועי,—,—,,,,,,,,,,,,,,,,,,q4_scoreboard.py,,
2026-12-13,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,Amore,T3,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3584,430,10953,9223,0,,,,,,,,
2026-12-13,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,בריסטה (וגדי טריף),T3,תה — עומק ורוחב,E5,ספיישלטי,צפון,שלישי,מחית תות ₪60,GT-ODK-STR-1,תפריט הקטגוריה של המשפחה,2832,425,9835,0,9105,,,,,,,,
2026-12-13,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"או.ש בייק אנד ברד בע""מ (Bake &amp; Bread)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3802,405,9565,9396,0,,,,,,,,
2026-12-13,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,אבני עמית ואלפסי שחף (קפה דאז),T3,מאצ'ה — עומק,E2 E4 E5,מעורב,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,2861,399,9314,4063,1180,,,,,,,,
